MembershipCenterId,MembershipId,CenterName,CenterId,CenterAssigned,Price,SetupFee,InitialRecognition,MonthlyRecognition,FreeServiceRecognition,CreditAmount,FreezeFee,ServiceCreditAmount,ProductCreditAmount,OtherCreditAmount,UnlimitedYN,NumVisits,CenterTaxId,ServiceCreditEqualanceAmount,AdvanceBookingDays,AnnualFee,DeclineFee,BuyOutFee,SaleStartDate,MembershipInvoiceDate,AddOnMemberTemplateId,SoldInCenter,GuestPassFee,GuestPassVisits,MembershipCancelTemplateId,RedemptionCenterTemplateId,DowngradeFee,UpgradeFee
f659ab2f-195d-4f56-a08a-b5995cc86bd9,66962067-80fa-4275-9071-3d95dacbb8a5,New Brunswick,833d46e8-a115-4627-8068-e813c4d23719,True,200.0,0.0,0,200,0,0.0,0.0,0.0,0.0,0.0,False,0,,0.0,0,0.0,0.0,0.0,,,,1,0.0,0,,,,
b18195d3-c648-4f73-abbd-351454358e2e,9b92c040-8732-4951-bb52-11d059122845,New Brunswick,833d46e8-a115-4627-8068-e813c4d23719,True,100.0,0.0,100,0,0,0.0,0.0,0.0,0.0,0.0,False,0,,0.0,0,0.0,0.0,0.0,,,,1,0.0,0,,,,
